Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,qcut_feat_1,class
11.29,62.1,0.086,505.0,536.2,34906.32911,34907.63666128683,0
11.43,61.6,0.081,523.2,561.8,35076.4557,35077.70897162691,0
11.62,60.83,0.082,525.3,561.1,35106.83544,35108.095187995015,0
11.59,61.67,0.085,354.0,359.2,35094.68354,35096.67339328508,0
11.46,60.73,0.085,392.5,408.7,35076.4557,35078.15857692684,0
11.93,62.17,0.083,583.5,629.6,34954.93671,34956.11474065438,0
12.16,62.57,0.082,522.9,564.2,35179.74684,35181.09538874158,1
12.34,61.67,0.083,550.1,599.2,34954.93671,34956.206749719626,1
12.43,60.2,0.086,554.1,599.6,35143.29114,35144.53911531688,1
12.58,59.03,0.086,585.3,636.6,35823.79747,35824.96397549796,1
12.48,60.57,0.081,529.5,566.0,35744.81013,35746.14566639576,1
12.53,58.93,0.086,255.7,262.7,35410.63291,35413.44369378378,1
12.54,57.9,0.084,366.6,387.0,35197.97468,35199.850819534884,1
12.97,56.56,0.081,466.0,494.0,35173.67089,35175.15587623482,1
12.98,57.86,0.086,592.7,651.1,34705.82278,34706.9762476701,1
13.04,58.2,0.086,305.6,321.7,34657.21519,34659.574307189934,1
12.99,58.6,0.089,621.3,679.1,34426.32911,34427.45002591812,1
13.37,56.43,0.083,474.7,522.4,34511.39241,34512.83664640888,1
12.89,57.13,0.085,398.7,432.0,33818.73418,33820.43882282407,1
12.93,56.53,0.082,431.2,476.1,33782.27848,33783.81373078765,1
12.9,56.76,0.088,201.7,209.3,34420.25316,34423.75150687052,1
12.96,57.63,0.082,449.9,507.3,34116.4557,34117.927974393846,1
13.32,55.03,0.086,463.1,528.8,33812.65823,33814.044386580936,1
13.47,53.12,0.085,458.8,525.8,33223.29114,33224.6519737771,1
13.33,53.46,0.083,355.0,407.1,33065.31646,33067.06694341931,1
13.01,53.92,0.082,211.1,236.3,33016.70886,33019.6775404909,1
12.71,54.02,0.085,182.0,205.5,33022.78481,33026.12590099756,1
12.63,54.56,0.088,142.0,158.7,32822.27848,32826.620589640836,1
12.94,53.39,0.085,217.3,253.0,32755.44304,32758.173738023714,0
13.15,52.99,0.086,276.5,332.4,32518.48101,32520.57733521059,0
13.21,48.88,0.085,264.0,320.0,32609.62025,32611.6380775,0
13.24,47.55,0.083,198.1,240.8,32737.21519,32739.829650132888,0
13.13,49.02,0.087,185.5,229.8,32810.12658,32812.9274181201,0
13.06,48.91,0.086,170.9,215.1,33205.06329,33208.03290692236,1
12.97,49.52,0.085,142.6,182.4,34213.67089,34217.19213122807,1
12.87,49.78,0.087,128.1,165.2,35732.65823,35736.536369225185,1
12.81,49.32,0.09,100.3,130.0,38418.22785,38423.08776692308,1
12.58,48.85,0.086,28.45,31.7,41668.86076,41688.24665905363,1
12.38,51.55,0.087,16.37,17.16,43570.63291,43607.823411165504,1
12.23,52.49,0.086,10.83,11.21,44002.02532,44059.2913949331,1
12.18,53.72,0.086,6.2,6.361,43959.49367,44062.35636454489,1
12.21,55.26,0.085,2.895,2.974,44317.97468,44544.849125191664,1
12.18,57.03,0.087,0.736,0.627,44396.96203,45504.81753239235,1
12.21,57.3,0.083,0.216,0.208,44469.87342,47833.4936123077,1
12.28,58.0,0.082,0.084,0.104,44269.36709,51117.82862846154,1
12.39,56.79,0.085,0.044,0.108,44336.20253,50851.27753,1
12.45,56.09,0.085,0.051,0.104,44500.25316,51214.873352307695,1
12.53,56.19,0.086,0.07,0.111,44712.91139,51055.80057918919,1
12.61,57.63,0.083,0.048,0.093,44311.89873,52126.030988064515,1
12.27,61.64,0.083,0.055,0.119,44366.58228,50722.23606151261,1
11.7,66.64,0.085,0.077,0.13,44396.96203,50394.56203,1
11.45,68.08,0.089,0.048,0.108,44129.62025,51347.36099074074,1
11.85,67.08,0.085,0.073,0.082,44081.01266,53774.890708780484,1
12.32,62.8,0.084,0.051,0.115,44002.02532,50729.816624347826,1
12.41,61.44,0.083,0.066,0.115,43771.13924,50401.31663130435,1
12.36,61.74,0.084,0.084,0.085,43825.82278,52803.54513294118,1
12.53,61.24,0.079,0.07,0.1,43625.31646,51298.688460000005,1
12.34,63.37,0.081,0.092,0.13,43285.06329,49300.338674615385,1
12.51,62.94,0.083,0.037,0.145,42659.24051,48089.44326862069,1
12.79,61.44,0.083,0.073,0.13,42622.78481,48667.53557923077,1
12.83,62.0,0.08,0.048,0.13,41328.60759,47447.53066692308,1
12.71,63.21,0.078,0.07,0.093,40891.13924,49529.83924,1
12.86,62.8,0.078,0.044,0.093,40581.26582,49265.22280924731,1
12.95,62.9,0.078,0.055,0.096,40034.43038,48519.37829666666,1
13.11,61.87,0.077,0.055,0.115,39177.72152,46230.90152,1
13.25,61.2,0.08,0.04,0.13,38557.97468,44795.66698769231,1
12.79,67.21,0.082,0.073,0.185,38120.50633,42767.07876243243,1
12.69,69.65,0.078,0.084,0.104,37294.17722,45792.81664307692,1
12.72,69.65,0.076,0.044,0.159,36461.77215,42033.77215,1
12.94,70.6,0.078,0.073,0.167,35963.5443,41433.987413772455,1
12.81,70.7,0.079,0.073,0.126,35046.07595,42233.909283333334,1
12.94,71.1,0.082,0.051,0.134,33697.21519,40563.14056313433,1
12.96,71.3,0.079,0.051,0.163,32834.43038,38503.436514969326,1
13.02,70.9,0.084,0.059,0.148,31594.93671,37832.22049378379,1
13.01,69.55,0.08,0.073,0.119,30312.91139,37916.65508747899,1
12.99,69.52,0.082,0.07,0.104,29644.55696,38327.87234461539,1
12.9,69.68,0.079,0.062,0.137,28878.98734,35440.096829051094,1
12.99,69.45,0.082,0.062,0.145,28089.11392,34310.87598896552,1
13.06,67.81,0.08,0.07,0.122,27214.17722,34473.18213803279,1
12.94,68.18,0.082,0.062,0.137,26576.20253,33015.97771248175,0
13.07,67.18,0.086,0.059,0.108,26029.36709,34159.39116407408,0
13.09,66.81,0.08,0.07,0.085,25512.91139,35801.65139,0
13.13,65.44,0.084,0.081,0.085,25184.81013,35293.36542411765,0
13.16,65.01,0.083,0.077,0.096,24698.73418,33610.52168,0
13.21,64.37,0.083,0.037,0.104,24103.29114,32279.519024615387,0
13.21,64.47,0.081,0.066,0.115,23684.05063,31089.69149956522,0
13.18,64.94,0.081,0.073,0.089,23264.81013,32881.767433370784,0
13.14,65.28,0.08,0.059,0.104,22924.55696,31172.433883076927,0
13.12,65.48,0.084,0.062,0.108,22341.26582,30295.873227407406,0
13.05,66.51,0.081,0.073,0.093,22183.29114,31516.145978709683,0
12.79,70.2,0.08,0.07,0.119,22146.83544,29691.860650084032,0
12.4,71.2,0.084,0.11,0.13,21824.81013,28616.19474538462,0
12.43,71.0,0.082,0.044,0.126,21982.78481,28986.99115920635,0
12.57,69.05,0.079,0.044,0.134,21843.03797,28320.34020880597,0
12.59,67.51,0.082,0.066,0.082,21733.67089,32098.925768048783,0
12.66,66.14,0.083,0.084,0.111,21514.93671,29058.471845135136,0
12.66,65.14,0.082,0.048,0.111,21198.98734,28628.46842108108,0
12.7,63.84,0.082,0.091,0.134,20937.72152,26988.228982686567,0
12.7,63.91,0.082,0.048,0.137,20718.98734,26643.490989635036,0
12.69,64.57,0.083,0.048,0.159,20937.72152,26091.138501132074,0
12.49,65.34,0.083,0.048,0.126,21089.62025,27566.577392857143,0
12.44,66.14,0.085,0.077,0.108,20810.12658,28428.474728148147,0
12.48,66.34,0.084,0.055,0.13,20931.64557,27300.28557,0
12.45,66.28,0.083,0.059,0.204,20937.72152,24982.750931764705,0
12.41,65.51,0.086,0.095,0.093,20840.50633,29582.21708268817,0
12.43,65.21,0.084,0.055,0.156,20937.72152,26133.620878974358,0
12.42,65.08,0.081,0.037,0.174,21205.06329,25850.428807241376,0
12.39,65.58,0.083,0.044,0.152,21369.11392,26714.74681473684,0
12.27,68.48,0.08,0.066,0.126,21405.56962,28074.21723904762,0
11.98,69.42,0.084,0.102,0.096,22444.55696,31107.59446,0
12.01,69.55,0.083,0.066,0.152,23143.29114,28638.656271578948,0
12.13,68.65,0.081,0.044,0.141,22924.55696,28830.4044777305,0
12.3,67.41,0.08,0.07,0.145,23015.6962,28733.923786206895,0
12.23,67.98,0.082,0.059,0.122,23118.98734,29933.703733442624,0
12.45,66.64,0.081,0.044,0.145,22608.60759,28330.45586586207,0
12.5,65.84,0.079,0.077,0.159,21891.64557,27067.746198930818,0
12.46,65.18,0.082,0.077,0.13,21539.24051,27786.49281769231,0
12.39,65.34,0.084,0.059,0.174,21180.75949,25833.418110689658,0
12.32,65.41,0.081,0.077,0.13,20579.24051,26778.095894615384,0
12.39,64.91,0.083,0.051,0.145,20427.34177,25973.789356206897,0
12.38,64.74,0.083,0.055,0.126,20390.88608,26751.847984761906,0
12.44,64.37,0.08,0.055,0.108,20591.39241,28005.86278037037,0
12.41,63.97,0.083,0.113,0.174,21387.34177,25949.79981597701,0
12.26,66.21,0.082,0.641,0.642,21757.97468,23022.35879214953,0
11.79,68.58,0.08,2.412,2.574,22073.92405,22388.049224825176,0
11.78,68.21,0.081,5.523,5.582,22681.51899,22825.466284876387,0
11.92,67.81,0.082,9.6,9.77,23125.06329,23207.795654380756,0
12.03,67.11,0.083,25.49,25.38,23544.3038,23576.113622695037,0
12.19,66.38,0.082,63.97,61.99,24297.72152,24310.774789882238,0
12.27,64.64,0.082,87.1,86.1,24789.87342,24799.085183066203,0
12.28,64.34,0.08,83.4,81.0,25342.78481,25352.539071728395,0
12.25,64.47,0.086,80.1,78.6,26290.63291,26300.68071534351,0
12.31,64.51,0.083,149.3,147.7,27226.32911,27231.705671272848,0
12.52,64.97,0.082,181.0,178.5,27943.29114,27947.84813943978,0
12.53,64.87,0.08,124.2,121.2,28441.51899,28448.225434719472,0
12.6,65.98,0.083,236.5,233.9,29322.53165,29326.085938157332,0
12.63,66.34,0.082,213.6,208.4,29784.3038,29788.32430959693,0
12.81,65.21,0.083,218.0,213.8,30367.59494,30371.50204991581,0
12.92,64.71,0.083,125.2,124.4,31546.32911,31553.049794887458,0
12.99,63.74,0.082,145.5,144.5,32712.91139,32718.641373391005,0
13.1,63.57,0.084,217.4,215.2,33211.13924,33215.008975130106,0
13.22,63.57,0.085,146.0,147.2,33205.06329,33210.77249788043,0
13.36,61.8,0.085,129.4,125.8,33563.5443,33570.10747965024,0
13.45,61.84,0.084,239.7,235.0,33843.03797,33846.577323191486,0
13.49,59.63,0.085,175.5,178.0,34632.91139,34637.43054,0
13.57,60.13,0.087,160.0,161.0,35210.12658,35215.19467999999,0
13.56,59.23,0.084,164.8,159.4,35155.44304,35160.48167739021,0
13.71,58.23,0.085,209.3,211.7,35355.94937,35359.72042951819,0
13.83,56.19,0.087,169.4,168.1,35410.63291,35415.25579935158,0
13.88,57.96,0.085,144.7,147.9,35143.29114,35148.73052336714,0
13.97,58.46,0.085,377.2,384.5,35289.11392,35291.2379413264,0
14.16,58.2,0.084,323.0,333.4,35240.50633,35242.97817163167,0
14.04,56.16,0.084,261.3,266.0,35684.05063,35687.01486458646,0
13.66,60.0,0.089,86.9,89.1,36145.82278,36155.02143319866,1
12.68,65.14,0.084,343.3,360.7,36449.62025,36451.91017292764,1
13.23,64.51,0.083,144.5,148.2,36291.64557,36297.404458663965,0
13.52,63.57,0.088,172.2,179.6,36388.86076,36393.64620766147,1
13.68,60.83,0.081,162.1,168.7,36085.06329,36089.99603688796,1
13.76,58.63,0.084,214.3,222.9,35611.13924,35614.75857064154,1
13.8,57.8,0.087,95.5,99.0,35434.93671,35442.99367969697,1
13.65,59.0,0.085,186.8,193.0,35380.25316,35384.42595792746,0
13.77,58.26,0.085,227.5,237.0,35264.81013,35268.19510974683,1
13.91,59.03,0.086,187.5,194.1,34888.10127,34892.33160127254,1
13.9,58.43,0.085,134.5,137.6,34790.88608,34796.7885291279,0
13.9,56.93,0.085,312.8,333.2,34760.50633,34762.88126097238,0
14.1,56.89,0.086,123.4,127.5,34663.29114,34669.58250470588,0
13.99,56.36,0.089,129.5,132.7,34286.58228,34292.52407653354,0
13.96,54.39,0.084,138.7,143.3,33648.60759,33653.90615524773,0
13.89,55.69,0.086,79.0,81.6,33818.73418,33828.21376455882,0
13.78,56.46,0.087,92.6,95.5,33618.22785,33626.37464371728,0
13.8,57.26,0.086,123.7,129.1,33332.65823,33338.77897360961,0
13.8,58.23,0.081,115.5,120.2,33071.39241,33078.0777178203,0
13.89,57.5,0.083,108.2,113.2,32804.05063,32811.106062862185,0
13.81,56.96,0.081,96.5,99.4,32609.62025,32617.533907947687,0
13.71,56.29,0.084,56.67,58.59,32421.26582,32434.43762235535,0
13.67,56.46,0.085,44.24,45.21,32536.70886,32553.780485746516,0
13.64,58.96,0.091,65.88,68.48,32694.68354,32706.42732504673,0
13.65,59.13,0.089,88.8,93.0,32378.73418,32387.412938064517,1
13.75,57.56,0.085,29.0,29.34,33284.05063,33311.02574929107,1
13.77,56.99,0.086,87.0,103.8,32852.65823,32860.218464104044,1
14.0,55.83,0.087,87.8,99.9,35009.62025,35017.44427402403,1
13.98,53.99,0.087,44.94,53.2,37944.3038,37958.491397744365,1
13.8,55.16,0.084,38.9,40.09,39730.63291,39749.62038817411,1
13.67,56.13,0.083,17.02,17.5,41097.72152,41141.56706857143,1
13.52,57.93,0.086,6.976,7.28,41437.97468,41545.558965714285,1
13.34,59.0,0.088,3.067,3.208,41614.17722,41859.52011276808,1
13.34,59.47,0.086,1.625,1.717,41626.32911,42088.37325676762,1
13.37,59.43,0.086,0.362,0.412,41595.94937,43524.53941854369,1
13.44,59.3,0.089,0.073,0.145,41219.24051,46715.73706172414,1
13.29,59.63,0.088,0.084,0.115,41620.25316,48511.407073043476,1
13.18,60.23,0.088,0.07,0.145,41881.51899,47356.21830034482,1
13.06,61.17,0.085,0.073,0.104,42227.8481,49909.38848461539,1
12.97,62.2,0.09,0.059,0.119,42209.62025,48988.89756092437,1
12.82,62.94,0.089,0.051,0.119,42422.27848,49202.873437983195,1
12.72,63.44,0.089,0.048,0.156,42288.60759,47461.40759,1
12.75,63.67,0.091,0.033,0.122,42483.03797,49137.0748552459,1
12.8,63.67,0.089,0.051,0.145,42774.68354,48395.20767793103,1
12.62,64.11,0.087,0.081,0.104,42956.96203,50736.46395307693,1
12.59,64.27,0.09,0.066,0.104,43218.22785,50998.60573461539,1
12.57,63.97,0.091,0.048,0.111,43181.77215,50425.942420270265,1
12.45,64.84,0.086,0.059,0.108,42829.36709,50303.97820111111,1
12.36,64.97,0.088,0.062,0.096,42312.91139,50677.79889,1
12.33,64.91,0.084,0.066,0.119,42106.32911,48831.877849495795,1
12.22,65.38,0.084,0.084,0.13,41547.34177,47693.06177,1
12.13,65.38,0.084,0.04,0.141,41085.56962,46710.10437177305,1
12.16,65.24,0.087,0.07,0.111,40447.59494,47594.607552612615,1
12.2,64.87,0.089,0.055,0.141,39773.16456,45386.02980822695,1
12.19,64.31,0.089,0.081,0.108,39499.74684,46758.44035851852,1
12.13,64.47,0.088,0.073,0.082,38867.8481,48404.69078292683,1
11.96,64.64,0.083,0.07,0.115,38150.88608,44873.446079999994,1
11.25,67.05,0.083,0.048,0.137,37373.16456,42879.09521693431,1
10.88,69.48,0.09,0.059,0.126,36346.32911,42345.871967142855,1
10.91,69.35,0.083,0.059,0.163,35398.48101,40040.25094865031,1
10.57,70.8,0.076,0.066,0.156,34104.3038,38901.457646153845,1
10.68,71.4,0.088,0.055,0.126,33308.35443,39360.35443,1
10.35,73.4,0.085,0.059,0.119,31837.97468,38221.92425983193,1
10.49,73.4,0.09,0.07,0.096,30902.27848,38922.757646666665,1
10.04,73.3,0.084,0.062,0.134,30331.13924,35823.16909074627,1
9.59,75.5,0.084,0.044,0.126,29717.46835,35463.857238888886,1
9.34,78.1,0.084,0.084,0.1,28854.68354,36149.22354,1
9.35,79.0,0.081,0.051,0.167,27888.60759,32311.661482215568,0
9.27,79.6,0.087,0.051,0.137,27220.25316,32606.326152700727,0
9.45,80.0,0.082,0.048,0.111,26557.97468,33368.78549081081,0
9.42,80.0,0.08,0.059,0.134,26108.35443,31732.235027014925,0
9.29,80.3,0.08,0.077,0.13,25683.03797,31421.399508461538,0
9.19,80.7,0.085,0.033,0.126,24893.16456,30779.140750476192,0
9.13,81.7,0.085,0.059,0.141,24522.53165,29812.75150815603,0
9.55,82.2,0.084,0.066,0.122,23921.01266,30355.520856721312,0
9.15,80.5,0.079,0.051,0.126,23835.94937,29681.78270333333,0
8.99,81.5,0.086,0.066,0.126,23726.58228,29541.542597460317,0
9.29,81.2,0.09,0.051,0.152,23562.53165,28525.347439473684,0
9.36,80.2,0.082,0.062,0.1,23368.10127,30874.82127,0
9.24,79.7,0.087,0.059,0.134,23088.60759,28584.33893328358,0
9.24,79.2,0.088,0.088,0.082,23027.8481,31952.335904878048,0
8.77,80.3,0.084,0.07,0.089,22638.98734,30551.69520516854,0
8.75,79.9,0.082,0.081,0.134,22626.83544,27844.186186268656,0
8.29,80.6,0.081,0.091,0.115,22572.1519,28382.36059565217,0
8.36,81.2,0.087,0.066,0.085,22304.81013,30291.068953529415,0
8.66,81.4,0.082,0.073,0.108,21897.72152,28424.795594074072,0
8.54,81.2,0.082,0.059,0.141,21922.02532,26840.09624198582,0
8.64,81.6,0.083,0.091,0.089,21903.79747,29825.415447528092,0
9.14,80.6,0.087,0.037,0.13,22001.01266,27667.81266,0
9.5,78.9,0.083,0.048,0.145,22043.5443,27212.85464482759,0
9.59,77.2,0.089,0.091,0.122,22219.74684,28288.173069508197,0
9.64,77.1,0.088,0.044,0.141,22201.51899,27472.75303255319,0
9.7,76.9,0.084,0.055,0.119,22086.07595,28354.39527773109,0
9.76,76.8,0.083,0.095,0.137,21976.70886,27448.00813007299,0
10.03,76.6,0.086,0.07,0.119,22019.24051,28475.526224285713,0
10.12,75.3,0.086,0.037,0.111,22244.05063,29109.23981918919,0
9.82,77.1,0.084,0.062,0.115,22128.60759,28712.27715521739,0
9.95,76.4,0.08,0.073,0.141,22347.34177,27738.689287730496,0
10.21,75.9,0.084,0.037,0.13,22541.77215,28502.841380769234,0
10.14,75.3,0.081,0.07,0.156,22699.74684,27594.24684,0
10.0,75.9,0.086,0.051,0.119,23793.41772,30171.568980504202,0
10.02,75.9,0.086,0.044,0.137,24528.60759,30079.83386737226,0
9.99,76.5,0.086,0.033,0.152,24656.20253,29684.064372105262,0
10.05,76.6,0.084,0.081,0.096,24747.34177,32766.40427,0
10.18,76.6,0.088,0.081,0.108,25196.96203,32417.221289259258,0
10.24,76.1,0.083,0.055,0.096,25518.98734,33636.320673333335,0
10.14,76.5,0.086,0.044,0.134,25209.11392,30997.994517014926,0
10.18,76.9,0.086,0.04,0.137,24704.81013,30418.985312481753,0
10.19,76.6,0.08,0.048,0.119,24182.27848,30741.55579092437,0
9.71,77.8,0.086,0.059,0.115,23969.62025,30538.64633695652,0
9.4,78.3,0.083,0.04,0.115,23884.55696,30284.73087304348,0
9.03,79.8,0.086,0.066,0.13,23696.20253,29239.233299230767,0
8.9,80.4,0.084,0.088,0.1,23763.03797,30918.637970000003,0
8.81,81.1,0.087,0.227,0.215,24565.06329,27888.27724348837,0
8.85,81.7,0.082,1.083,1.068,25184.81013,25861.818556966293,0
8.98,82.0,0.083,3.499,3.416,25901.77215,26117.33421088993,0
9.0,81.9,0.083,13.24,13.26,26229.87342,26285.46165529412,0
8.96,82.6,0.08,36.78,36.44,26685.56962,26705.87960902305,0
9.09,82.6,0.08,78.6,77.6,27007.59494,27017.270635876288,0
8.87,82.3,0.081,101.4,99.7,27554.43038,27561.752355927783,0
8.73,82.4,0.081,149.4,149.3,28398.98734,28403.805504768923,0
8.75,82.7,0.085,199.0,200.0,28848.60759,28852.225715,0
9.04,82.8,0.083,215.4,218.7,29516.96203,29520.38458144033,0
9.63,82.1,0.085,276.7,277.9,29930.12658,29932.97157100396,0
9.92,80.9,0.09,301.3,305.4,30555.94937,30558.577163058282,0
10.5,80.8,0.084,307.3,309.5,31449.11392,31451.855115476574,0
10.74,79.1,0.087,309.2,314.0,31923.03797,31925.743492292993,0
11.02,78.7,0.08,291.0,295.9,32718.98734,32721.918309922272,0
11.3,77.3,0.088,300.4,308.1,33126.07595,33128.911036011035,0
11.92,76.2,0.082,328.2,339.7,33253.67089,33256.344731624966,0
12.42,74.3,0.082,364.8,380.4,33751.89873,33754.324613280754,0
12.7,72.5,0.078,395.3,414.8,33891.64557,33893.86531445516,0
13.01,71.0,0.083,416.6,439.1,34608.60759,34610.711233816895,1
13.15,70.6,0.083,471.9,499.7,35283.03797,35284.89586473684,1
13.26,70.8,0.081,465.4,487.9,36145.82278,36147.74696118467,1
13.03,72.4,0.082,337.5,352.2,36309.87342,36312.551932208975,1
13.11,72.0,0.081,482.1,514.9,36856.70886,36858.5420703321,1
13.29,71.6,0.081,510.4,547.0,36583.29114,36585.030745118835,1
13.62,69.08,0.081,533.6,575.7,36662.27848,36663.91278536738,1
13.96,65.94,0.081,605.6,648.0,36905.31646,36906.737019259264,1
14.09,63.47,0.085,548.4,588.1,37099.74684,37101.26748665873,1
14.15,63.57,0.082,601.3,653.1,36978.22785,36979.605151332114,1
14.19,62.84,0.083,447.4,473.2,37105.82278,37107.70718321217,1
13.75,65.28,0.083,413.5,443.1,37203.03797,37205.06369782667,1
13.93,65.74,0.084,543.3,594.8,37306.32911,37307.8687169267,1
14.12,65.81,0.081,550.5,606.5,36917.46835,36919.00048058533,1
14.37,63.11,0.084,553.6,610.1,36546.83544,36548.32190238322,1
14.52,62.14,0.083,555.1,613.4,36723.03797,36724.50890707206,1
14.51,61.9,0.084,547.3,608.5,36923.5443,36925.02033779786,1
14.55,60.83,0.084,540.0,601.9,36662.27848,36663.74895100847,1
14.57,60.47,0.087,534.0,596.8,36583.29114,36584.76742669571,0
14.58,59.93,0.082,532.4,591.8,35981.77215,35983.24862752619,0
14.54,59.43,0.084,509.5,569.1,35605.06329,35606.58167376384,0
14.34,57.5,0.083,264.3,285.5,35744.81013,35747.6982210683,0
14.28,56.76,0.085,229.5,250.4,35860.25316,35863.49011207668,0
14.53,55.79,0.081,402.8,452.4,35702.27848,35704.07032062776,0
14.4,55.36,0.087,149.8,162.1,35665.82278,35670.740633177054,0
14.31,56.43,0.087,85.7,88.2,35307.34177,35316.497249591834,0
14.38,56.59,0.084,269.6,306.0,34754.43038,34757.089740130716,0
14.52,55.29,0.085,297.9,339.5,34681.51899,34683.883675714285,0
14.38,57.33,0.084,82.7,87.5,34851.64557,34861.067346,0
14.33,57.16,0.086,152.0,170.1,34699.74684,34704.5622591652,0
14.69,56.19,0.082,267.2,311.8,34657.21519,34659.86249949327,0
14.94,56.19,0.083,313.1,372.3,34863.79747,34866.05231448026,0
15.15,54.92,0.087,288.8,346.2,35106.83544,35109.23878488735,0
15.09,54.19,0.085,257.6,312.1,35234.43038,35237.05046042294,0
14.9,54.79,0.084,224.6,274.9,34888.10127,34891.07097170971,0
14.77,54.62,0.085,201.9,250.9,34693.67089,34696.886264252695,1
14.73,56.13,0.085,175.1,220.4,35204.05063,35207.80196802178,1
14.52,56.79,0.083,148.7,189.1,36443.5443,36447.9049070862,1
14.33,57.8,0.086,123.7,159.3,37956.4557,37961.6551601381,1
14.18,59.27,0.088,103.1,134.5,39129.11392,39135.36260847584,1
14.03,60.7,0.088,80.6,106.2,42142.78481,42150.803840131826,1
13.79,62.24,0.082,55.65,73.6,43837.97468,43849.63622347826,1
13.39,63.87,0.084,18.32,20.51,44421.26582,44462.963494305215,1
13.15,64.47,0.085,9.89,10.24,44627.8481,44710.639164453125,1
13.02,65.88,0.083,6.123,6.297,45028.86076,45165.07762517389,1
12.82,66.84,0.084,2.646,2.833,44876.96203,45179.42895552065,1
12.55,68.05,0.085,0.732,0.764,44919.49367,46037.33071188482,1
12.47,69.25,0.086,0.121,0.111,45041.01266,52820.719867207205,1
12.29,70.6,0.082,0.033,0.156,45144.3038,50706.31662051282,1
12.13,71.4,0.084,0.044,0.108,44943.79747,52963.07524777778,1
12.02,72.1,0.087,0.048,0.111,44536.70886,52344.29444558558,1
12.08,71.1,0.09,0.088,0.119,44439.49367,51657.0398884874,1
12.05,70.9,0.087,0.066,0.104,44427.34177,52642.19753923077,1
11.98,71.6,0.089,0.062,0.126,44342.27848,51149.96101968254,1
12.01,71.6,0.088,0.07,0.096,44712.91139,53670.36972333334,1
12.05,70.4,0.083,0.077,0.078,44883.03797,55758.935405897435,1
12.03,69.92,0.085,0.059,0.13,44706.83544,51177.12467076923,1
11.96,70.1,0.087,0.048,0.137,44372.65823,50492.337062116785,1
11.87,70.2,0.087,0.088,0.111,44093.16456,51600.13753297297,1
11.88,69.95,0.088,0.048,0.115,43686.07595,50912.215080434784,1
11.73,69.92,0.088,0.066,0.134,43449.11392,49569.72287522388,1
11.63,70.5,0.087,0.084,0.063,43011.64557,56026.16937952381,1
11.43,71.2,0.095,0.077,0.089,42525.56962,51669.56962,1
11.28,71.7,0.091,0.048,0.096,42051.64557,50476.39557,1
11.07,72.4,0.087,0.048,0.108,41298.22785,48719.22785,1
10.88,72.8,0.086,0.051,0.074,40465.82278,51169.39034756757,1
